eps,eps_pixel,sample_index,label,attack_source,clean_original_prediction,clean_hira_ranpac_prediction,original_prediction_on_adv,hira_ranpac_prediction_on_adv,original_correct_on_adv,hira_ranpac_correct_on_adv,source_attack_succeeded,cross_transfer_succeeded,original_toplogit_norm_margin_on_adv,hira_ranpac_regression_toplogit_norm_margin_on_adv
0.00392156862745098,1.0,2051,41,original,41,41,41,41,1,1,0,0,0.5406377911567688,0.5809718370437622
0.00392156862745098,1.0,2078,41,original,41,41,41,41,1,1,0,0,0.327728271484375,0.35023510456085205
0.00392156862745098,1.0,2064,41,original,41,41,41,41,1,1,0,0,0.548030436038971,0.590240478515625
0.00392156862745098,1.0,2086,41,original,41,41,41,41,1,1,0,0,0.5786272883415222,0.6214879751205444
0.00392156862745098,1.0,2062,41,original,41,41,41,41,1,1,0,0,0.5663145780563354,0.6004855036735535
0.00392156862745098,1.0,2050,41,original,41,41,41,41,1,1,0,0,0.5979655981063843,0.6370362639427185
0.00392156862745098,1.0,2077,41,original,41,41,41,41,1,1,0,0,0.3408086597919464,0.3747777044773102
0.00392156862745098,1.0,2097,41,original,41,41,41,41,1,1,0,0,0.1786518096923828,0.16726262867450714
0.00392156862745098,1.0,2057,41,original,41,41,41,41,1,1,0,0,0.3036472499370575,0.34528857469558716
0.00392156862745098,1.0,2083,41,original,41,41,41,41,1,1,0,0,0.5767841339111328,0.6131121516227722
0.00392156862745098,1.0,2084,41,original,41,41,41,41,1,1,0,0,0.07809213548898697,0.08093099296092987
0.00392156862745098,1.0,2070,41,original,41,41,41,41,1,1,0,0,0.48593688011169434,0.516369104385376
0.00392156862745098,1.0,2099,41,original,41,41,41,41,1,1,0,0,0.35042694211006165,0.36934536695480347
0.00392156862745098,1.0,2055,41,original,41,41,41,41,1,1,0,0,0.387391597032547,0.4044722318649292
0.00392156862745098,1.0,2088,41,original,41,41,41,41,1,1,0,0,0.44060203433036804,0.47729867696762085
0.00392156862745098,1.0,2093,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5260260105133057,0.564633846282959
0.00392156862745098,1.0,2051,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5416086912155151,0.5818763971328735
0.00392156862745098,1.0,2078,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.34202346205711365,0.36465293169021606
0.00392156862745098,1.0,2064,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5480214357376099,0.5902997255325317
0.00392156862745098,1.0,2086,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5790870189666748,0.6219147443771362
0.00392156862745098,1.0,2062,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5670052170753479,0.6011538505554199
0.00392156862745098,1.0,2050,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5988577008247375,0.6379548907279968
0.00392156862745098,1.0,2077,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.34670332074165344,0.3810640573501587
0.00392156862745098,1.0,2097,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.18934281170368195,0.178148090839386
0.00392156862745098,1.0,2057,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.3111209273338318,0.3525274097919464
0.00392156862745098,1.0,2083,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.57701176404953,0.6133438348770142
0.00392156862745098,1.0,2084,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.08259399235248566,0.08523128181695938
0.00392156862745098,1.0,2070,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.4859731197357178,0.5161751508712769
0.00392156862745098,1.0,2099,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.35310977697372437,0.37202900648117065
0.00392156862745098,1.0,2055,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.3904910385608673,0.4073405861854553
0.00392156862745098,1.0,2088,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.4438566267490387,0.48065686225891113
0.00784313725490196,2.0,2093,41,original,41,41,41,41,1,1,0,0,0.5219565033912659,0.5606394410133362
0.00784313725490196,2.0,2051,41,original,41,41,41,41,1,1,0,0,0.5418334007263184,0.5820666551589966
0.00784313725490196,2.0,2078,41,original,41,41,41,41,1,1,0,0,0.3120807111263275,0.3338492810726166
0.00784313725490196,2.0,2064,41,original,41,41,41,41,1,1,0,0,0.5487245917320251,0.5907697081565857
0.00784313725490196,2.0,2086,41,original,41,41,41,41,1,1,0,0,0.5764595866203308,0.619292676448822
0.00784313725490196,2.0,2062,41,original,41,41,41,41,1,1,0,0,0.564447283744812,0.5987007021903992
0.00784313725490196,2.0,2050,41,original,41,41,41,41,1,1,0,0,0.5985060334205627,0.6377701163291931
0.00784313725490196,2.0,2077,41,original,41,41,41,41,1,1,0,0,0.3178795278072357,0.3494266867637634
0.00784313725490196,2.0,2097,41,original,41,41,41,41,1,1,0,0,0.11052624136209488,0.09268742799758911
0.00784313725490196,2.0,2057,41,original,41,41,41,41,1,1,0,0,0.2580002546310425,0.29737189412117004
0.00784313725490196,2.0,2083,41,original,41,41,41,41,1,1,0,0,0.5783976912498474,0.6144379377365112
0.00784313725490196,2.0,2084,41,original,41,41,42,42,0,0,1,1,-0.0018683795351535082,-0.0038107745349407196
0.00784313725490196,2.0,2070,41,original,41,41,41,41,1,1,0,0,0.4829135537147522,0.5127421617507935
0.00784313725490196,2.0,2099,41,original,41,41,41,41,1,1,0,0,0.3281688392162323,0.34317323565483093
0.00784313725490196,2.0,2055,41,original,41,41,41,41,1,1,0,0,0.3674476444721222,0.38108742237091064
0.00784313725490196,2.0,2088,41,original,41,41,41,41,1,1,0,0,0.4280635416507721,0.46433117985725403
0.00784313725490196,2.0,2093,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5213201642036438,0.559860110282898
0.00784313725490196,2.0,2051,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5435078144073486,0.5836035013198853
0.00784313725490196,2.0,2078,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.3387032449245453,0.3610733449459076
0.00784313725490196,2.0,2064,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.548738956451416,0.590903639793396
0.00784313725490196,2.0,2086,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5777798891067505,0.620549738407135
0.00784313725490196,2.0,2062,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.565558910369873,0.5997350215911865
0.00784313725490196,2.0,2050,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.6002309918403625,0.6395388245582581
0.00784313725490196,2.0,2077,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.3292943239212036,0.3615368604660034
0.00784313725490196,2.0,2097,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.12911860644817352,0.11149609088897705
0.00784313725490196,2.0,2057,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.27469098567962646,0.3136427104473114
0.00784313725490196,2.0,2083,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5788657069206238,0.6149073243141174
0.00784313725490196,2.0,2084,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.0076580108143389225,0.0053288014605641365
0.00784313725490196,2.0,2070,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.4830419421195984,0.5125303268432617
0.00784313725490196,2.0,2099,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.33390429615974426,0.34894630312919617
0.00784313725490196,2.0,2055,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.37405598163604736,0.38727644085884094
0.00784313725490196,2.0,2088,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.4347892105579376,0.4711901545524597
0.01568627450980392,4.0,2093,41,original,41,41,41,41,1,1,0,0,0.5113334059715271,0.549842119216919
0.01568627450980392,4.0,2051,41,original,41,41,41,41,1,1,0,0,0.5441348552703857,0.5843243598937988
0.01568627450980392,4.0,2078,41,original,41,41,41,41,1,1,0,0,0.28403937816619873,0.3031388521194458
0.01568627450980392,4.0,2064,41,original,41,41,41,41,1,1,0,0,0.5507606267929077,0.5925465822219849
0.01568627450980392,4.0,2086,41,original,41,41,41,41,1,1,0,0,0.5697596073150635,0.611732542514801
0.01568627450980392,4.0,2062,41,original,41,41,41,41,1,1,0,0,0.5611488819122314,0.5955600142478943
0.01568627450980392,4.0,2050,41,original,41,41,41,41,1,1,0,0,0.599143922328949,0.6387468576431274
0.01568627450980392,4.0,2077,41,original,41,41,41,41,1,1,0,0,0.2603587508201599,0.28448858857154846
0.01568627450980392,4.0,2097,41,original,41,41,44,44,0,0,1,1,-0.04945726692676544,-0.08099319040775299
0.01568627450980392,4.0,2057,41,original,41,41,41,41,1,1,0,0,0.13139896094799042,0.15667524933815002
0.01568627450980392,4.0,2083,41,original,41,41,41,41,1,1,0,0,0.5808725357055664,0.6164307594299316
0.01568627450980392,4.0,2084,41,original,41,41,42,42,0,0,1,1,-0.1524055451154709,-0.16427452862262726
0.01568627450980392,4.0,2070,41,original,41,41,41,41,1,1,0,0,0.44918859004974365,0.48244035243988037
0.01568627450980392,4.0,2099,41,original,41,41,41,41,1,1,0,0,0.2697222828865051,0.2714405357837677
0.01568627450980392,4.0,2055,41,original,41,41,41,41,1,1,0,0,0.3174530267715454,0.3228144645690918
0.01568627450980392,4.0,2088,41,original,41,41,41,41,1,1,0,0,0.39025259017944336,0.42435210943222046
0.01568627450980392,4.0,2093,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5078263878822327,0.5457360744476318
0.01568627450980392,4.0,2051,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.547327995300293,0.5872191786766052
0.01568627450980392,4.0,2078,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.3214743435382843,0.34309807419776917
0.01568627450980392,4.0,2064,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5505974888801575,0.5925171375274658
0.01568627450980392,4.0,2086,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5728139877319336,0.6148840188980103
0.01568627450980392,4.0,2062,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.561998724937439,0.5962097644805908
0.01568627450980392,4.0,2050,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.6028004884719849,0.6424841284751892
0.01568627450980392,4.0,2077,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.2807937562465668,0.30553483963012695
0.01568627450980392,4.0,2097,41,hira_ranpac_regression,41,41,44,44,0,0,1,1,-0.02103647217154503,-0.054697323590517044
0.01568627450980392,4.0,2057,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.1676015704870224,0.19306567311286926
0.01568627450980392,4.0,2083,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.581649124622345,0.617164134979248
0.01568627450980392,4.0,2084,41,hira_ranpac_regression,41,41,42,42,0,0,1,1,-0.1361120641231537,-0.14913363754749298
0.01568627450980392,4.0,2070,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.46420496702194214,0.4971541166305542
0.01568627450980392,4.0,2099,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.2827211022377014,0.28345122933387756
0.01568627450980392,4.0,2055,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.333181232213974,0.33797478675842285
0.01568627450980392,4.0,2088,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.40862295031547546,0.4431872069835663
0.03137254901960784,8.0,2093,41,original,41,41,41,41,1,1,0,0,0.47075363993644714,0.5069714188575745
0.03137254901960784,8.0,2051,41,original,41,41,41,41,1,1,0,0,0.5462577939033508,0.5874586701393127
0.03137254901960784,8.0,2078,41,original,41,41,41,41,1,1,0,0,0.24444571137428284,0.24402199685573578
0.03137254901960784,8.0,2064,41,original,41,41,41,41,1,1,0,0,0.5595794916152954,0.6005594730377197
0.03137254901960784,8.0,2086,41,original,41,41,41,41,1,1,0,0,0.5637377500534058,0.599515438079834
0.03137254901960784,8.0,2062,41,original,41,41,41,41,1,1,0,0,0.5585026144981384,0.592818021774292
0.03137254901960784,8.0,2050,41,original,41,41,41,41,1,1,0,0,0.5995519757270813,0.639502227306366
0.03137254901960784,8.0,2077,41,original,41,41,41,41,1,1,0,0,0.04556349292397499,0.04460012540221214
0.03137254901960784,8.0,2097,41,original,41,41,44,44,0,0,1,1,-0.34871014952659607,-0.38306692242622375
0.03137254901960784,8.0,2057,41,original,41,41,44,44,0,0,1,1,-0.2276979237794876,-0.24031667411327362
0.03137254901960784,8.0,2083,41,original,41,41,41,41,1,1,0,0,0.5837985277175903,0.6188262104988098
0.03137254901960784,8.0,2084,41,original,41,41,39,39,0,0,1,1,-0.43325331807136536,-0.4520125389099121
0.03137254901960784,8.0,2070,41,original,41,41,41,41,1,1,0,0,0.19440512359142303,0.2111678421497345
0.03137254901960784,8.0,2099,41,original,41,41,57,57,0,0,1,1,-0.3618403971195221,-0.3662033677101135
0.03137254901960784,8.0,2055,41,original,41,41,41,41,1,1,0,0,0.1390954554080963,0.1110893115401268
0.03137254901960784,8.0,2088,41,original,41,41,41,41,1,1,0,0,0.1824265867471695,0.20103032886981964
0.03137254901960784,8.0,2093,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.4487977921962738,0.48013025522232056
0.03137254901960784,8.0,2051,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5502043962478638,0.5908663868904114
0.03137254901960784,8.0,2078,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.2550804913043976,0.2741498649120331
0.03137254901960784,8.0,2064,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.559037983417511,0.5998059511184692
0.03137254901960784,8.0,2086,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5675216317176819,0.6037355065345764
0.03137254901960784,8.0,2062,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.556792676448822,0.5909303426742554
0.03137254901960784,8.0,2050,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.6065675616264343,0.6467233896255493
0.03137254901960784,8.0,2077,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.17132775485515594,0.17787989974021912
0.03137254901960784,8.0,2097,41,hira_ranpac_regression,41,41,44,44,0,0,1,1,-0.32523635029792786,-0.36801207065582275
0.03137254901960784,8.0,2057,41,hira_ranpac_regression,41,41,44,44,0,0,1,1,-0.16738727688789368,-0.17379949986934662
0.03137254901960784,8.0,2083,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.585151195526123,0.6200724244117737
0.03137254901960784,8.0,2084,41,hira_ranpac_regression,41,41,39,39,0,0,1,1,-0.4289734363555908,-0.4477521479129791
0.03137254901960784,8.0,2070,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.2870759069919586,0.3086740970611572
0.03137254901960784,8.0,2099,41,hira_ranpac_regression,41,41,57,57,0,0,1,1,-0.271942675113678,-0.2864955961704254
0.03137254901960784,8.0,2055,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.18946239352226257,0.15829119086265564
0.03137254901960784,8.0,2088,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.26566147804260254,0.28664007782936096
0.06274509803921569,16.0,2093,41,original,41,41,41,38,1,0,0,1,0.026420682668685913,-0.0008189377258531749
0.06274509803921569,16.0,2051,41,original,41,41,41,41,1,1,0,0,0.5163019895553589,0.5590111017227173
0.06274509803921569,16.0,2078,41,original,41,41,45,45,0,0,1,1,-0.6816631555557251,-0.695901095867157
0.06274509803921569,16.0,2064,41,original,41,41,41,41,1,1,0,0,0.5134112238883972,0.5375555753707886
0.06274509803921569,16.0,2086,41,original,41,41,41,41,1,1,0,0,0.08192609995603561,0.1763179451227188
0.06274509803921569,16.0,2062,41,original,41,41,41,41,1,1,0,0,0.39934560656547546,0.4158657193183899
0.06274509803921569,16.0,2050,41,original,41,41,41,41,1,1,0,0,0.4614718556404114,0.48246848583221436
0.06274509803921569,16.0,2077,41,original,41,41,50,50,0,0,1,1,-0.7399555444717407,-0.751517653465271
0.06274509803921569,16.0,2097,41,original,41,41,44,44,0,0,1,1,-0.7159611582756042,-0.7142931818962097
0.06274509803921569,16.0,2057,41,original,41,41,79,79,0,0,1,1,-0.7740567922592163,-0.7743611335754395
0.06274509803921569,16.0,2083,41,original,41,41,41,41,1,1,0,0,0.5569707751274109,0.5918263792991638
0.06274509803921569,16.0,2084,41,original,41,41,372,372,0,0,1,1,-1.176786184310913,-1.1650967597961426
0.06274509803921569,16.0,2070,41,original,41,41,57,57,0,0,1,1,-0.5612761378288269,-0.5896081328392029
0.06274509803921569,16.0,2099,41,original,41,41,57,57,0,0,1,1,-0.797660768032074,-0.8014374375343323
0.06274509803921569,16.0,2055,41,original,41,41,83,83,0,0,1,1,-1.3870269060134888,-1.3386613130569458
0.06274509803921569,16.0,2088,41,original,41,41,44,44,0,0,1,1,-0.4717947840690613,-0.4853280484676361
0.06274509803921569,16.0,2093,41,hira_ranpac_regression,41,41,44,44,0,0,1,1,-0.20325158536434174,-0.22579048573970795
0.06274509803921569,16.0,2051,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5210468173027039,0.5620322823524475
0.06274509803921569,16.0,2078,41,hira_ranpac_regression,41,41,45,45,0,0,1,1,-0.5443472862243652,-0.5569286942481995
0.06274509803921569,16.0,2064,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.38701415061950684,0.4118374288082123
0.06274509803921569,16.0,2086,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.28928735852241516,0.34438034892082214
0.06274509803921569,16.0,2062,41,hira_ranpac_regression,41,41,57,57,0,0,1,1,-0.09271298348903656,-0.11174262315034866
0.06274509803921569,16.0,2050,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5141555666923523,0.5531953573226929
0.06274509803921569,16.0,2077,41,hira_ranpac_regression,41,41,500,500,0,0,1,1,-0.8030607104301453,-0.8165568709373474
0.06274509803921569,16.0,2097,41,hira_ranpac_regression,41,41,44,44,0,0,1,1,-0.7722645401954651,-0.7732942700386047
0.06274509803921569,16.0,2057,41,hira_ranpac_regression,41,41,58,58,0,0,1,1,-0.9346421360969543,-0.9177886247634888
0.06274509803921569,16.0,2083,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5633967518806458,0.5975015759468079
0.06274509803921569,16.0,2084,41,hira_ranpac_regression,41,41,367,372,0,0,1,1,-1.2392383813858032,-1.2282917499542236
0.06274509803921569,16.0,2070,41,hira_ranpac_regression,41,41,67,67,0,0,1,1,-0.6904842853546143,-0.7192061543464661
0.06274509803921569,16.0,2099,41,hira_ranpac_regression,41,41,131,131,0,0,1,1,-1.307816505432129,-1.3024901151657104
0.06274509803921569,16.0,2055,41,hira_ranpac_regression,41,41,913,913,0,0,1,1,-1.466320276260376,-1.4354010820388794
0.06274509803921569,16.0,2088,41,hira_ranpac_regression,41,41,44,44,0,0,1,1,-0.3558576703071594,-0.3747709095478058
0.0,0.0,2061,41,original,41,41,41,41,1,1,0,0,0.4365383982658386,0.46003201603889465
0.0,0.0,2073,41,original,41,41,41,41,1,1,0,0,0.5258905291557312,0.5566906929016113
0.0,0.0,2090,41,original,41,41,41,41,1,1,0,0,0.5346406102180481,0.5731469392776489
0.0,0.0,2065,41,original,41,41,41,41,1,1,0,0,0.31280431151390076,0.3346591889858246
0.0,0.0,2060,41,original,41,41,41,41,1,1,0,0,0.6143955588340759,0.6486043930053711
0.0,0.0,2071,41,original,42,42,42,42,0,0,0,1,-0.42668113112449646,-0.43830788135528564
0.0,0.0,2096,41,original,41,41,41,41,1,1,0,0,0.5838814973831177,0.618220329284668
0.0,0.0,2053,41,original,41,41,41,41,1,1,0,0,0.5987326502799988,0.637675404548645
0.0,0.0,2059,41,original,41,41,41,41,1,1,0,0,0.5469646453857422,0.5882817506790161
0.0,0.0,2054,41,original,48,48,48,48,0,0,0,1,-0.14974640309810638,-0.17038235068321228
0.0,0.0,2091,41,original,41,41,41,41,1,1,0,0,0.3487592935562134,0.3718418776988983
0.0,0.0,2092,41,original,41,41,41,41,1,1,0,0,0.43634259700775146,0.46387767791748047
0.0,0.0,2089,41,original,39,39,39,39,0,0,0,1,-0.46836569905281067,-0.5015386343002319
0.0,0.0,2067,41,original,44,41,44,41,0,1,0,0,-0.001266660401597619,0.005819006823003292
0.0,0.0,2079,41,original,41,41,41,41,1,1,0,0,0.5890855193138123,0.6273527145385742
0.0,0.0,2095,41,original,41,41,41,41,1,1,0,0,0.5535146594047546,0.5916965007781982
0.0,0.0,2061,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.4365383982658386,0.46003201603889465
0.0,0.0,2073,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5258905291557312,0.5566906929016113
0.0,0.0,2090,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5346406102180481,0.5731469392776489
0.0,0.0,2065,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.31280431151390076,0.3346591889858246
0.0,0.0,2060,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.6143955588340759,0.6486043930053711
0.0,0.0,2071,41,hira_ranpac_regression,42,42,42,42,0,0,0,1,-0.42668113112449646,-0.43830788135528564
0.0,0.0,2096,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5838814973831177,0.618220329284668
0.0,0.0,2053,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5987326502799988,0.637675404548645
0.0,0.0,2059,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5469646453857422,0.5882817506790161
0.0,0.0,2054,41,hira_ranpac_regression,48,48,48,48,0,0,0,1,-0.14974640309810638,-0.17038235068321228
0.0,0.0,2091,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.3487592935562134,0.3718418776988983
0.0,0.0,2092,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.43634259700775146,0.46387767791748047
0.0,0.0,2089,41,hira_ranpac_regression,39,39,39,39,0,0,0,1,-0.46836569905281067,-0.5015386343002319
0.0,0.0,2067,41,hira_ranpac_regression,44,41,44,41,0,1,0,1,-0.001266660401597619,0.005819006823003292
0.0,0.0,2079,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5890855193138123,0.6273527145385742
0.0,0.0,2095,41,hira_ranpac_regression,41,41,41,41,1,1,0,0,0.5535146594047546,0.5916965007781982
0.00392156862745098,1.0,2061,41,original,41,41,41,41,1,1,0,0,0.42929595708847046,0.45304808020591736
0.00392156862745098,1.0,2073,41,original,41,41,41,41,1,1,0,0,0.5192241668701172,0.549584150314331
0.00392156862745098,1.0,2090,41,original,41,41,41,41,1,1,0,0,0.5310697555541992,0.569292426109314
0.00392156862745098,1.0,2065,41,original,41,41,41,41,1,1,0,0,0.2718185484409332,0.2893643379211426
0.00392156862745098,1.0,2060,41,original,41,41,41,41,1,1,0,0,0.6139901876449585,0.6482632756233215
0.00392156862745098,1.0,2071,41,original,42,42,42,42,0,0,0,1,-0.4585462808609009,-0.4699314534664154
0.00392156862745098,1.0,2096,41,original,41,41,41,41,1,1,0,0,0.5830588340759277,0.6172976493835449
0.00392156862745098,1.0,2053,41,original,41,41,41,41,1,1,0,0,0.5983539819717407,0.6374503970146179
0.00392156862745098,1.0,2059,41,original,41,41,41,41,1,1,0,0,0.5383502840995789,0.5799477696418762
0.00392156862745098,1.0,2054,41,original,48,48,48,48,0,0,0,1,-0.23423059284687042,-0.2559935450553894
0.00392156862745098,1.0,2091,41,original,41,41,41,41,1,1,0,0,0.3341975808143616,0.3336707055568695
0.00392156862745098,1.0,2092,41,original,41,41,41,41,1,1,0,0,0.4191834032535553,0.44452691078186035
0.00392156862745098,1.0,2089,41,original,39,39,48,48,0,0,0,1,-0.5461835265159607,-0.5726938247680664
0.00392156862745098,1.0,2067,41,original,44,41,44,44,0,0,0,1,-0.07193178683519363,-0.06724990159273148
0.00392156862745098,1.0,2079,41,original,41,41,41,41,1,1,0,0,0.5894497632980347,0.6276955008506775
